Zalando,product,https://en.zalando.de/skagen-aaren-watch-hellblau-2sk52m020-k11.html
Zalando,home,https://en.zalando.de/
Zalando,category,https://en.zalando.de/men-home/
Wayfair,product,https://www.wayfair.com/furniture/pdp/zipcode-design-colby-upholstered-platform-bed-zipc6040.html
Wayfair,home,https://www.wayfair.com
Wayfair,category,https://www.wayfair.com/furniture/cat/furniture-c45974.html
Walmart,product,https://www.walmart.com/ip/Sony-PlayStation-4-Slim-1TB-Gaming-Console-Black-CUH-2115B/782841840
Walmart,home,https://www.walmart.com
Walmart,category,https://www.walmart.com/cp/playstation-4-consoles-games-controllers-more/1102672
Vipshop,product,https://detail.vip.com/detail-3768240-2148280747.html
Vipshop,home,https://www.vip.com
Vipshop,category,https://mst.vip.com/S3VccyUVDGij_Q9Ri40H_A.php?client=vipcms&wapid=mst_7469055
Tmall,product,https://detail.tmall.com/item.htm?id=22674956627
Tmall,home,https://www.tmall.com
Tmall,category,https://www.tmall.com/wow/a/act/21120/wupr?spm=a211oj.12434535.leftnav007.8.14b61f8fLRt3e5&wh_pid=industry-155736
Target,product,https://www.target.com/p/playstation-174-4-1tb-console/-/A-52416598
Target,home,https://www.target.com/
Target,category,https://www.target.com/c/video-games/-/N-5xtg5
Rakuten,product,https://www.rakuten.de/produkt/wigento-tasche-wallet-premium-fuer-viele-smartphone-modelle-schwarz-alcatel-alcatel-1x-V3046313055
Rakuten,home,https://www.rakuten.de
Rakuten,category,https://www.rakuten.de/kategorie/buecher-1373
Macy's,product,https://www.macys.com/shop/product/buffalo-david-bitton-mens-driven-x-relaxed-straight-fit-stretch-jeans?ID=2942158
Macy's,home,https://www.macys.com
Macy's,category,https://www.macys.com/shop/mens-clothing?id=1&cm_sp=intl_hdr-_-men-_-1_men
Kohl's,product,https://www.kohls.com/product/prd-5178/levis-505-regular-jeans-men.jsp
Kohl's,home,https://www.kohls.com
Kohl's,category,https://www.kohls.com/sale-event/mens-clothing.jsp
Jingdong,product,https://item.jd.com/4090418.html
Jingdong,home,https://www.jd.com/
Jingdong,category,https://channel.jd.com/1315-1342.html
Flipkart,product,https://www.flipkart.com/lee-cooper-boots-men/p/itmfbm76ysgjnph2
Flipkart,home,https://www.flipkart.com/
Flipkart,category,https://www.flipkart.com/mens-footwear/pr?sid=osp,cil&otracker=nmenu_sub_Men_0_Footwear
Etsy,product,https://www.etsy.com/uk/listing/233074036/inspirational-personalised-trainer-tags
Etsy,home,https://www.etsy.com
Etsy,category,https://www.etsy.com/uk/c/shoes/mens-shoes
eBay,product,https://www.ebay.com/itm/Apple-iPhone-X-64GB-Factory-Unlocked-4G-LTE-iOS-WiFi-12MP-Camera-Smartphone/382605209867
eBay,home,https://www.ebay.com
eBay,category,https://www.ebay.com/b/Electronics/bn_7000259124
Costco,product,https://www.costco.com/GE-25.4-CuFt-Side-By-Side-Refrigerator.product.100350337.html
Costco,home,https://www.costco.com
Costco,category,https://www.costco.com/refrigerators-side-by-side.html
Best Buy,product,https://www.bestbuy.com/site/sony-playstation-4-pro-console-jet-black/5388900.p?skuId=5388900
Best Buy,home,https://www.bestbuy.com/?intl=nosplash
Best Buy,category,https://www.bestbuy.com/site/playstation-4-ps4/playstation-4-ps4-hardware-console/pcmcat296300050017.c?id=pcmcat296300050017
ASOS,product,https://www.asos.com/emporio-armani/emporio-armani-logo-slippers-in-navy/prd/10336705
ASOS,home,https://www.asos.com
ASOS,category,https://www.asos.com/men/shoes-boots-trainers/shoes/cat/?cid=27116
Americanas,product,https://www.americanas.com.br/hotsite/ps4
Americanas,home,https://www.americanas.com.br
Americanas,category,https://www.americanas.com.br/categoria/games
Amazon,product,https://www.amazon.com/Nintendo-Switch-Neon-Red-Blue-Joy/dp/B01MUAGZ49/ref=br_asw_pdt-1/138-6149831-0096348?th=1
Amazon,home,https://www.amazon.com
Amazon,category,https://www.amazon.com/s/ref=sr_nr_n_1?rh=i%3Aelectronics
AliExpress,product,https://www.aliexpress.com/item/2018-New-Autumn-Winter-Jeans-Men-High-Quality-Famous-Brand-Denim-trousers-soft-mens-pants-men/32832265738.html
AliExpress,home,https://www.aliexpress.com/index.html
AliExpress,category,https://www.aliexpress.com/category/100003070/men-clothing.html
